Age,Rack,Repetition,Track_ID_group,Nuclear,Mito,Diet,Replicate,Bin
Old,21,1,A,19,C,II,4,1
Old,21,1,B,19,C,V,4,2
Old,21,1,C,19,G,IV,4,3
Old,21,1,D,19,G,II,4,4
Old,21,1,E,19,G,V,4,5
Old,21,1,F,19,B,IV,4,6
Old,22,1,A,19,B,II,4,1
Old,22,1,B,19,B,V,4,2
Old,22,1,C,19,C,IV,4,3
Old,22,1,D,19,C,II,4,4
Old,22,1,E,19,C,V,4,5
Old,22,1,F,19,G,IV,4,6
Old,23,1,A,19,G,II,4,1
Old,23,1,B,19,G,V,4,2
Old,23,1,C,19,I,II,4,3
Young,1,2,A,3,B,IV,1,4
Young,1,2,B,3,B,II,1,5
Young,1,2,C,3,B,V,1,6
Young,1,2,D,3,C,IV,1,4
Young,1,2,E,3,C,II,1,5
Young,1,2,F,3,C,V,1,6
Young,2,2,A,3,G,IV,1,1
Young,2,2,B,3,G,II,1,2
Young,2,2,C,3,G,V,1,3
Young,2,2,D,3,I,IV,1,4
Young,2,2,E,3,I,II,1,5
Young,2,2,F,3,I,V,1,6
Young,3,2,A,15,B,IV,1,1
Young,3,2,B,15,B,II,1,2
Young,3,2,C,15,B,V,1,3
Young,3,2,D,15,C,IV,1,4
Young,3,2,E,15,C,II,1,5
Young,3,2,F,15,C,V,1,6
Young,4,2,A,15,G,IV,1,1
Young,4,2,B,15,G,II,1,2
Young,4,2,C,15,G,V,1,3
Young,4,2,D,15,I,IV,1,4
Young,4,2,E,15,I,II,1,5
Young,4,2,F,15,I,V,1,6
Young,5,2,A,19,B,IV,1,1
Young,5,2,B,19,B,II,1,2
Young,5,2,C,19,B,V,1,3
Young,5,2,D,19,C,IV,1,4
Young,5,2,E,19,C,II,1,5
Young,5,2,F,19,C,V,1,6
Young,6,2,A,19,G,IV,1,1
Young,6,2,B,19,G,II,1,2
Young,6,2,C,19,G,V,1,3
Young,6,2,D,19,I,IV,1,4
Young,6,2,E,19,I,II,1,5
Young,6,2,F,19,I,V,1,6
Young,7,2,A,3,B,IV,2,1
Young,7,2,B,3,B,II,2,2
Young,7,2,C,3,B,V,2,3
Young,7,2,D,3,C,II,2,4
Young,7,2,E,3,C,V,2,5
Young,7,2,F,3,G,IV,2,6
Young,8,2,A,3,G,II,2,1
Young,8,2,B,3,G,V,2,2
Young,8,2,C,3,I,IV,2,3
Young,8,2,D,3,I,II,2,4
Young,8,2,E,3,I,V,2,5
Young,8,2,F,15,B,IV,2,6
Young,9,2,A,15,B,II,2,1
Young,9,2,B,15,B,V,2,2
Young,9,2,C,15,C,IV,2,3
Young,9,2,D,15,C,II,2,4
Young,9,2,E,15,C,V,2,5
Young,9,2,F,15,G,IV,2,6
Young,10,2,A,15,G,II,2,1
Young,10,2,B,15,G,V,2,2
Young,10,2,C,15,I,IV,2,3
Young,10,2,D,15,I,II,2,4
Young,10,2,E,15,I,V,2,5
Young,10,2,F,19,B,IV,2,6
Young,11,2,A,19,B,II,2,1
Young,11,2,B,19,B,V,2,2
Young,11,2,C,19,C,IV,2,3
Young,11,2,D,19,C,II,2,4
Young,11,2,E,19,C,V,2,5
Young,11,2,F,19,G,IV,2,6
Young,12,2,A,19,G,II,2,1
Young,12,2,B,19,G,V,2,2
Young,12,2,C,19,I,IV,2,3
Young,12,2,D,19,I,II,2,4
Young,12,2,E,19,I,V,2,5
Old,1,2,A,3,B,IV,1,1
Old,1,2,B,3,B,II,1,2
Old,1,2,C,3,B,V,1,3
Old,1,2,D,3,C,IV,1,4
Old,1,2,E,3,C,II,1,5
Old,1,2,F,3,G,IV,1,6
Old,2,2,A,3,G,II,1,1
Old,2,2,B,3,G,V,1,2
Old,2,2,C,3,I,IV,1,3
Old,2,2,D,3,I,II,1,4
Old,2,2,E,3,I,V,1,5
Old,2,2,F,15,B,IV,1,6
Old,3,2,A,15,B,II,1,1
Old,3,2,B,15,B,V,1,2
Old,3,2,C,15,C,IV,1,3
